Rank,Term,Term Freq,Probability,Log(rank),Log(probability)
1983,suggest,11,4.71E-05,7.592366129,-9.963354668
1984,backing,11,4.71E-05,7.592870288,-9.963354668
1985,minimizes,11,4.71E-05,7.593374193,-9.963354668
1986,minimized,11,4.71E-05,7.593877845,-9.963354668
1987,modes,11,4.71E-05,7.594381243,-9.963354668
1988,comprehensive,11,4.71E-05,7.594884387,-9.963354668
1989,move,11,4.71E-05,7.595387279,-9.963354668
1990,authentication,11,4.71E-05,7.595889918,-9.963354668
1991,interactions,11,4.71E-05,7.596392304,-9.963354668
1992,physics,11,4.71E-05,7.596894438,-9.963354668
1993,triangular,11,4.71E-05,7.59739632,-9.963354668
1994,simpler,11,4.71E-05,7.597897951,-9.963354668
1995,fisher,11,4.71E-05,7.598399329,-9.963354668
1996,accessed,11,4.71E-05,7.598900457,-9.963354668
1997,ambiguities,11,4.71E-05,7.599401333,-9.963354668
1998,typesetting,11,4.71E-05,7.599901959,-9.963354668
1999,caused,11,4.71E-05,7.600402335,-9.963354668
2000,conflict,11,4.71E-05,7.60090246,-9.963354668
2001,outline,11,4.71E-05,7.601402335,-9.963354668
2002,simplify,11,4.71E-05,7.60190196,-9.963354668
2003,processed,11,4.71E-05,7.602401336,-9.963354668
2004,backward,11,4.71E-05,7.602900462,-9.963354668
2005,executing,11,4.71E-05,7.60339934,-9.963354668
2006,neither,11,4.71E-05,7.603897969,-9.963354668
2007,polygons,11,4.71E-05,7.604396349,-9.963354668
2008,minimax,11,4.71E-05,7.604894481,-9.963354668
2009,cause,11,4.71E-05,7.605392365,-9.963354668
2010,discuss,11,4.71E-05,7.605890001,-9.963354668
2011,correlation,11,4.71E-05,7.60638739,-9.963354668
2012,considers,11,4.71E-05,7.606884531,-9.963354668
2013,avoiding,11,4.71E-05,7.607381426,-9.963354668
2014,exist,11,4.71E-05,7.607878073,-9.963354668
2015,comm,11,4.71E-05,7.608374474,-9.963354668
2016,workspace,11,4.71E-05,7.608870629,-9.963354668
2017,practice,11,4.71E-05,7.609366538,-9.963354668
2018,clenshaw,11,4.71E-05,7.609862201,-9.963354668
2019,ascii,11,4.71E-05,7.610357618,-9.963354668
2020,blind,11,4.71E-05,7.61085279,-9.963354668
2021,permitted,11,4.71E-05,7.611347717,-9.963354668
2022,slip,11,4.71E-05,7.6118424,-9.963354668
2023,manipulate,11,4.71E-05,7.612336837,-9.963354668
2024,transcendental,11,4.71E-05,7.61283103,-9.963354668
2025,leading,11,4.71E-05,7.61332498,-9.963354668
2026,attempts,11,4.71E-05,7.613818685,-9.963354668
2027,whole,11,4.71E-05,7.614312146,-9.963354668
2028,proposals,11,4.71E-05,7.614805365,-9.963354668
2029,mix,11,4.71E-05,7.61529834,-9.963354668
2030,evans,11,4.71E-05,7.615791072,-9.963354668
2031,supervisory,11,4.71E-05,7.616283562,-9.963354668
2032,designers,11,4.71E-05,7.616775809,-9.963354668
2033,convert,11,4.71E-05,7.617267814,-9.963354668
2034,statistically,11,4.71E-05,7.617759577,-9.963354668
2035,spelling,11,4.71E-05,7.618251098,-9.963354668
2036,signal,11,4.71E-05,7.618742378,-9.963354668
2037,depending,11,4.71E-05,7.619233416,-9.963354668
2038,possibility,11,4.71E-05,7.619724214,-9.963354668
2039,institutions,11,4.71E-05,7.620214771,-9.963354668
2040,realized,11,4.71E-05,7.620705087,-9.963354668
2041,check,11,4.71E-05,7.621195163,-9.963354668
2042,singleton,11,4.71E-05,7.621684999,-9.963354668
2043,contexts,11,4.71E-05,7.622174595,-9.963354668
2044,bivariate,11,4.71E-05,7.622663951,-9.963354668
2045,vehicle,11,4.71E-05,7.623153068,-9.963354668
2046,coroutines,11,4.71E-05,7.623641947,-9.963354668
2047,hence,11,4.71E-05,7.624130586,-9.963354668
2048,distance,11,4.71E-05,7.624618986,-9.963354668
2049,hypothesis,11,4.71E-05,7.625107148,-9.963354668
2050,threaded,11,4.71E-05,7.625595072,-9.963354668
2051,fewer,11,4.71E-05,7.626082758,-9.963354668
2052,simulating,11,4.71E-05,7.626570206,-9.963354668
2053,roundoff,11,4.71E-05,7.627057417,-9.963354668
2054,coordination,11,4.71E-05,7.62754439,-9.963354668
2055,independence,11,4.71E-05,7.628031127,-9.963354668
2056,factorial,11,4.71E-05,7.628517627,-9.963354668
2057,pointed,11,4.71E-05,7.62900389,-9.963354668
2058,master,11,4.71E-05,7.629489916,-9.963354668
2059,accepts,11,4.71E-05,7.629975707,-9.963354668
2060,spectral,11,4.71E-05,7.630461262,-9.963354668
2061,deals,11,4.71E-05,7.630946581,-9.963354668
2062,active,11,4.71E-05,7.631431665,-9.963354668
2063,diverse,11,4.71E-05,7.631916513,-9.963354668
2064,dimension,11,4.71E-05,7.632401127,-9.963354668
2065,separately,11,4.71E-05,7.632885505,-9.963354668
2066,counting,11,4.71E-05,7.63336965,-9.963354668
2067,measuring,11,4.71E-05,7.63385356,-9.963354668
2068,focus,11,4.71E-05,7.634337236,-9.963354668
2069,lack,11,4.71E-05,7.634820678,-9.963354668
2070,union,11,4.71E-05,7.635303886,-9.963354668
2071,cellular,11,4.71E-05,7.635786861,-9.963354668
2072,create,11,4.71E-05,7.636269603,-9.963354668
2073,queues,11,4.71E-05,7.636752112,-9.963354668
2074,similarity,11,4.71E-05,7.637234389,-9.963354668
2075,compressed,11,4.71E-05,7.637716433,-9.963354668
2076,singular,11,4.71E-05,7.638198244,-9.963354668
2077,formalism,11,4.71E-05,7.638679824,-9.963354668
2078,familiar,11,4.71E-05,7.639161172,-9.963354668
2079,feasibility,11,4.71E-05,7.639642288,-9.963354668
2080,nonrecursive,11,4.71E-05,7.640123173,-9.963354668
2081,argued,11,4.71E-05,7.640603826,-9.963354668
2082,specifying,11,4.71E-05,7.641084249,-9.963354668
2083,valid,11,4.71E-05,7.641564441,-9.963354668
2084,pertinent,11,4.71E-05,7.642044403,-9.963354668
2085,collins,11,4.71E-05,7.642524134,-9.963354668
2086,occurs,11,4.71E-05,7.643003636,-9.963354668
2087,slightly,11,4.71E-05,7.643482907,-9.963354668
2088,mckeeman,11,4.71E-05,7.643961949,-9.963354668
2089,community,11,4.71E-05,7.644440762,-9.963354668
2090,economy,11,4.71E-05,7.644919345,-9.963354668
2091,allowed,11,4.71E-05,7.645397699,-9.963354668
2092,sufficiently,11,4.71E-05,7.645875825,-9.963354668
2093,stated,11,4.71E-05,7.646353722,-9.963354668
2094,teractive,11,4.71E-05,7.646831391,-9.963354668
2095,examines,11,4.71E-05,7.647308832,-9.963354668
2096,interpretations,11,4.71E-05,7.647786045,-9.963354668
2097,observed,11,4.71E-05,7.648263031,-9.963354668
2098,arrangement,11,4.71E-05,7.648739789,-9.963354668
2099,schwartz,11,4.71E-05,7.64921632,-9.963354668
2100,possibly,11,4.71E-05,7.649692624,-9.963354668
2101,attitudes,11,4.71E-05,7.650168701,-9.963354668
2102,speech,11,4.71E-05,7.650644551,-9.963354668
2103,specialized,11,4.71E-05,7.651120176,-9.963354668
2104,regard,11,4.71E-05,7.651595574,-9.963354668
2105,women,11,4.71E-05,7.652070746,-9.963354668
2106,obvious,11,4.71E-05,7.652545693,-9.963354668
2107,covering,10,4.28E-05,7.653020414,-10.05866485
2108,indirect,10,4.28E-05,7.65349491,-10.05866485
2109,tag,10,4.28E-05,7.65396918,-10.05866485
2110,responses,10,4.28E-05,7.654443226,-10.05866485
2111,review,10,4.28E-05,7.654917048,-10.05866485
2112,manager,10,4.28E-05,7.655390645,-10.05866485
2113,overcome,10,4.28E-05,7.655864018,-10.05866485
2114,interpreted,10,4.28E-05,7.656337166,-10.05866485
2115,deductive,10,4.28E-05,7.656810091,-10.05866485
2116,king,10,4.28E-05,7.657282793,-10.05866485
2117,broad,10,4.28E-05,7.657755271,-10.05866485
2118,assuming,10,4.28E-05,7.658227526,-10.05866485
2119,negative,10,4.28E-05,7.658699558,-10.05866485
2120,benefits,10,4.28E-05,7.659171368,-10.05866485
2121,varying,10,4.28E-05,7.659642955,-10.05866485
2122,devoted,10,4.28E-05,7.660114319,-10.05866485
2123,exit,10,4.28E-05,7.660585462,-10.05866485
2124,prevent,10,4.28E-05,7.661056382,-10.05866485
2125,exchange,10,4.28E-05,7.661527081,-10.05866485
2126,treesort,10,4.28E-05,7.661997559,-10.05866485
2127,appendix,10,4.28E-05,7.662467815,-10.05866485
2128,extrapolation,10,4.28E-05,7.66293785,-10.05866485
2129,demonstrates,10,4.28E-05,7.663407665,-10.05866485
2130,disadvantages,10,4.28E-05,7.663877259,-10.05866485
2131,lattice,10,4.28E-05,7.664346632,-10.05866485
2132,mainly,10,4.28E-05,7.664815785,-10.05866485
2133,quantum,10,4.28E-05,7.665284718,-10.05866485
2134,ciphers,10,4.28E-05,7.665753432,-10.05866485
2135,trie,10,4.28E-05,7.666221926,-10.05866485
2136,devised,10,4.28E-05,7.6666902,-10.05866485
2137,clear,10,4.28E-05,7.667158255,-10.05866485
2138,applying,10,4.28E-05,7.667626092,-10.05866485
2139,theoretic,10,4.28E-05,7.668093709,-10.05866485
2140,assembler,10,4.28E-05,7.668561108,-10.05866485
2141,facts,10,4.28E-05,7.669028289,-10.05866485
2142,giving,10,4.28E-05,7.669495251,-10.05866485
2143,filtering,10,4.28E-05,7.669961995,-10.05866485
2144,simplifies,10,4.28E-05,7.670428522,-10.05866485
2145,permitting,10,4.28E-05,7.670894831,-10.05866485
2146,kernel,10,4.28E-05,7.671360923,-10.05866485
2147,bayer,10,4.28E-05,7.671826798,-10.05866485
2148,fractions,10,4.28E-05,7.672292456,-10.05866485
2149,treated,10,4.28E-05,7.672757897,-10.05866485
2150,conference,10,4.28E-05,7.673223121,-10.05866485
2151,portable,10,4.28E-05,7.673688129,-10.05866485
2152,productivity,10,4.28E-05,7.674152921,-10.05866485
2153,widespread,10,4.28E-05,7.674617497,-10.05866485
2154,conway,10,4.28E-05,7.675081858,-10.05866485
2155,alternate,10,4.28E-05,7.675546003,-10.05866485
2156,furthermore,10,4.28E-05,7.676009932,-10.05866485
2157,compaction,10,4.28E-05,7.676473646,-10.05866485
2158,decrease,10,4.28E-05,7.676937146,-10.05866485
2159,absolute,10,4.28E-05,7.677400431,-10.05866485
2160,remainder,10,4.28E-05,7.677863501,-10.05866485
2161,stores,10,4.28E-05,7.678326357,-10.05866485
2162,barnett,10,4.28E-05,7.678788998,-10.05866485
2163,compacting,10,4.28E-05,7.679251426,-10.05866485
2164,discrimination,10,4.28E-05,7.67971364,-10.05866485
2165,historical,10,4.28E-05,7.68017564,-10.05866485
2166,dealing,10,4.28E-05,7.680637428,-10.05866485
2167,deducom,10,4.28E-05,7.681099002,-10.05866485
2168,resident,10,4.28E-05,7.681560363,-10.05866485
2169,exactly,10,4.28E-05,7.682021511,-10.05866485
2170,max,10,4.28E-05,7.682482447,-10.05866485
2171,serves,10,4.28E-05,7.68294317,-10.05866485
2172,whereas,10,4.28E-05,7.683403681,-10.05866485
2173,robinson,10,4.28E-05,7.68386398,-10.05866485
2174,boundaries,10,4.28E-05,7.684324068,-10.05866485
2175,ambiguous,10,4.28E-05,7.684783944,-10.05866485
2176,formation,10,4.28E-05,7.685243608,-10.05866485
2177,traversal,10,4.28E-05,7.685703061,-10.05866485
2178,separation,10,4.28E-05,7.686162303,-10.05866485
2179,economical,10,4.28E-05,7.686621335,-10.05866485
2180,led,10,4.28E-05,7.687080156,-10.05866485
2181,teacher,10,4.28E-05,7.687538766,-10.05866485
2182,constraint,10,4.28E-05,7.687997166,-10.05866485
2183,irons,10,4.28E-05,7.688455357,-10.05866485
2184,versus,10,4.28E-05,7.688913337,-10.05866485
2185,consisting,10,4.28E-05,7.689371108,-10.05866485
2186,applies,10,4.28E-05,7.689828669,-10.05866485
2187,informal,10,4.28E-05,7.690286021,-10.05866485
2188,balancing,10,4.28E-05,7.690743164,-10.05866485
2189,fraction,10,4.28E-05,7.691200098,-10.05866485
2190,waveform,10,4.28E-05,7.691656823,-10.05866485
2191,variant,10,4.28E-05,7.69211334,-10.05866485
2192,optimality,10,4.28E-05,7.692569648,-10.05866485
2193,searched,10,4.28E-05,7.693025748,-10.05866485
2194,performs,10,4.28E-05,7.693481641,-10.05866485
2195,corresponds,10,4.28E-05,7.693937326,-10.05866485
2196,freedom,10,4.28E-05,7.694392803,-10.05866485
2197,chained,10,4.28E-05,7.694848072,-10.05866485
2198,avoids,10,4.28E-05,7.695303135,-10.05866485
2199,maintained,10,4.28E-05,7.695757991,-10.05866485
2200,assertion,10,4.28E-05,7.696212639,-10.05866485
2201,animation,10,4.28E-05,7.696667082,-10.05866485
2202,impacts,10,4.28E-05,7.697121317,-10.05866485
2203,college,10,4.28E-05,7.697575347,-10.05866485
2204,adapted,10,4.28E-05,7.69802917,-10.05866485
2205,fairly,10,4.28E-05,7.698482788,-10.05866485
2206,exhaustive,10,4.28E-05,7.6989362,-10.05866485
2207,simscript,10,4.28E-05,7.699389406,-10.05866485
2208,beta,10,4.28E-05,7.699842407,-10.05866485
2209,international,10,4.28E-05,7.700295203,-10.05866485
2210,explored,10,4.28E-05,7.700747795,-10.05866485
2211,him,10,4.28E-05,7.701200181,-10.05866485
2212,illustrative,10,4.28E-05,7.701652363,-10.05866485
2213,hansen,10,4.28E-05,7.70210434,-10.05866485
2214,keyword,10,4.28E-05,7.702556113,-10.05866485
2215,diagram,10,4.28E-05,7.703007682,-10.05866485
2216,entirely,10,4.28E-05,7.703459048,-10.05866485
2217,divisors,10,4.28E-05,7.70391021,-10.05866485
2218,analyze,10,4.28E-05,7.704361168,-10.05866485
2219,understand,10,4.28E-05,7.704811923,-10.05866485
2220,formats,10,4.28E-05,7.705262475,-10.05866485
2221,introduces,10,4.28E-05,7.705712824,-10.05866485
2222,asynchronous,10,4.28E-05,7.70616297,-10.05866485
2223,addressed,10,4.28E-05,7.706612914,-10.05866485
2224,located,10,4.28E-05,7.707062655,-10.05866485
2225,held,10,4.28E-05,7.707512195,-10.05866485
2226,reading,10,4.28E-05,7.707961532,-10.05866485
2227,know,10,4.28E-05,7.708410667,-10.05866485
2228,failure,10,4.28E-05,7.708859601,-10.05866485
2229,norms,10,4.28E-05,7.709308333,-10.05866485
2230,heat,10,4.28E-05,7.709756864,-10.05866485
2231,limit,10,4.28E-05,7.710205194,-10.05866485
2232,hb,10,4.28E-05,7.710653324,-10.05866485
2233,never,10,4.28E-05,7.711101252,-10.05866485
2234,enabling,10,4.28E-05,7.71154898,-10.05866485
2235,experimentation,10,4.28E-05,7.711996507,-10.05866485
2236,illiac,10,4.28E-05,7.712443834,-10.05866485
2237,urban,10,4.28E-05,7.712890961,-10.05866485
2238,mappings,10,4.28E-05,7.713337889,-10.05866485
2239,presently,10,4.28E-05,7.713784617,-10.05866485
2240,trial,10,4.28E-05,7.714231145,-10.05866485
2241,specify,10,4.28E-05,7.714677474,-10.05866485
2242,predicates,10,4.28E-05,7.715123604,-10.05866485
2243,year,10,4.28E-05,7.715569535,-10.05866485
2244,relate,10,4.28E-05,7.716015267,-10.05866485
2245,achieving,10,4.28E-05,7.7164608,-10.05866485
2246,expressing,10,4.28E-05,7.716906135,-10.05866485
2247,transformed,10,4.28E-05,7.717351272,-10.05866485
2248,entities,10,4.28E-05,7.717796211,-10.05866485
2249,topology,10,4.28E-05,7.718240952,-10.05866485
2250,revealed,10,4.28E-05,7.718685495,-10.05866485
2251,bray,10,4.28E-05,7.719129841,-10.05866485
2252,dec,10,4.28E-05,7.719573989,-10.05866485
2253,unknown,10,4.28E-05,7.72001794,-10.05866485
2254,tedious,10,4.28E-05,7.720461695,-10.05866485
2255,relph,10,4.28E-05,7.720905252,-10.05866485
2256,defines,10,4.28E-05,7.721348613,-10.05866485
2257,automation,10,4.28E-05,7.721791777,-10.05866485
2258,atlas,10,4.28E-05,7.722234745,-10.05866485
2259,chi,10,4.28E-05,7.722677516,-10.05866485
2260,wells,9,3.85E-05,7.723120092,-10.16402536
2261,marriage,9,3.85E-05,7.723562472,-10.16402536
2262,growing,9,3.85E-05,7.724004657,-10.16402536
2263,hirschberg,9,3.85E-05,7.724446646,-10.16402536
2264,subprograms,9,3.85E-05,7.724888439,-10.16402536
2265,intermittent,9,3.85E-05,7.725330038,-10.16402536
2266,fishman,9,3.85E-05,7.725771442,-10.16402536
2267,multiaccess,9,3.85E-05,7.726212651,-10.16402536
2268,pollack,9,3.85E-05,7.726653665,-10.16402536
2269,care,9,3.85E-05,7.727094485,-10.16402536
2270,saving,9,3.85E-05,7.72753511,-10.16402536
2271,indexes,9,3.85E-05,7.727975542,-10.16402536
2272,apl,9,3.85E-05,7.72841578,-10.16402536
2273,until,9,3.85E-05,7.728855824,-10.16402536
2274,curtis,9,3.85E-05,7.729295674,-10.16402536
2275,raphson,9,3.85E-05,7.729735331,-10.16402536
2276,aim,9,3.85E-05,7.730174795,-10.16402536
2277,label,9,3.85E-05,7.730614066,-10.16402536
2278,shallow,9,3.85E-05,7.731053144,-10.16402536
2279,rca,9,3.85E-05,7.731492029,-10.16402536
2280,trade,9,3.85E-05,7.731930722,-10.16402536
2281,track,9,3.85E-05,7.732369222,-10.16402536
2282,moments,9,3.85E-05,7.73280753,-10.16402536
2283,broadcast,9,3.85E-05,7.733245647,-10.16402536
2284,versions,9,3.85E-05,7.733683571,-10.16402536
2285,reasoning,9,3.85E-05,7.734121303,-10.16402536
2286,scientists,9,3.85E-05,7.734558844,-10.16402536
2287,heart,9,3.85E-05,7.734996194,-10.16402536
2288,corrected,9,3.85E-05,7.735433352,-10.16402536
2289,answers,9,3.85E-05,7.73587032,-10.16402536
2290,just,9,3.85E-05,7.736307097,-10.16402536
2291,passes,9,3.85E-05,7.736743682,-10.16402536
2292,utilizing,9,3.85E-05,7.737180078,-10.16402536
2293,planar,9,3.85E-05,7.737616283,-10.16402536
2294,databases,9,3.85E-05,7.738052298,-10.16402536
2295,funds,9,3.85E-05,7.738488122,-10.16402536
2296,permanent,9,3.85E-05,7.738923757,-10.16402536
2297,grown,9,3.85E-05,7.739359203,-10.16402536
2298,trac,9,3.85E-05,7.739794458,-10.16402536
2299,rotation,9,3.85E-05,7.740229525,-10.16402536
2300,rotating,9,3.85E-05,7.740664402,-10.16402536
2301,offers,9,3.85E-05,7.74109909,-10.16402536
2302,anomaly,9,3.85E-05,7.741533589,-10.16402536
2303,concludes,9,3.85E-05,7.7419679,-10.16402536
2304,organizational,9,3.85E-05,7.742402022,-10.16402536
2305,slower,9,3.85E-05,7.742835955,-10.16402536
2306,efforts,9,3.85E-05,7.743269701,-10.16402536
2307,realistic,9,3.85E-05,7.743703258,-10.16402536
2308,norm,9,3.85E-05,7.744136628,-10.16402536
2309,magic,9,3.85E-05,7.744569809,-10.16402536
2310,consuming,9,3.85E-05,7.745002804,-10.16402536
2311,thompson,9,3.85E-05,7.74543561,-10.16402536
2312,grammatical,9,3.85E-05,7.74586823,-10.16402536
2313,subcommittee,9,3.85E-05,7.746300662,-10.16402536
2314,months,9,3.85E-05,7.746732908,-10.16402536
2315,identifying,9,3.85E-05,7.747164967,-10.16402536
2316,parnas,9,3.85E-05,7.747596839,-10.16402536
2317,market,9,3.85E-05,7.748028524,-10.16402536
2318,otherwise,9,3.85E-05,7.748460024,-10.16402536
2319,modern,9,3.85E-05,7.748891337,-10.16402536
2320,supported,9,3.85E-05,7.749322465,-10.16402536
2321,preprocessor,9,3.85E-05,7.749753406,-10.16402536
2322,formalization,9,3.85E-05,7.750184162,-10.16402536
2323,shading,9,3.85E-05,7.750614733,-10.16402536
2324,tabulated,9,3.85E-05,7.751045118,-10.16402536
2325,signature,9,3.85E-05,7.751475318,-10.16402536
2326,specifies,9,3.85E-05,7.751905333,-10.16402536
2327,stiff,9,3.85E-05,7.752335163,-10.16402536
2328,association,9,3.85E-05,7.752764809,-10.16402536
2329,depend,9,3.85E-05,7.75319427,-10.16402536
2330,ideal,9,3.85E-05,7.753623547,-10.16402536
2331,reeves,9,3.85E-05,7.754052639,-10.16402536
2332,supplied,9,3.85E-05,7.754481547,-10.16402536
2333,varied,9,3.85E-05,7.754910272,-10.16402536
2334,adding,9,3.85E-05,7.755338813,-10.16402536
2335,faculty,9,3.85E-05,7.75576717,-10.16402536
2336,phrases,9,3.85E-05,7.756195344,-10.16402536
2337,prevention,9,3.85E-05,7.756623335,-10.16402536
2338,disks,9,3.85E-05,7.757051142,-10.16402536
2339,linearly,9,3.85E-05,7.757478767,-10.16402536
2340,translated,9,3.85E-05,7.757906208,-10.16402536
2341,noise,9,3.85E-05,7.758333467,-10.16402536
2342,eigenvalue,9,3.85E-05,7.758760544,-10.16402536
2343,combinatorics,9,3.85E-05,7.759187439,-10.16402536
2344,deadlocks,9,3.85E-05,7.759614151,-10.16402536
2345,person,9,3.85E-05,7.760040681,-10.16402536
2346,adequate,9,3.85E-05,7.760467029,-10.16402536
2347,weak,9,3.85E-05,7.760893196,-10.16402536
2348,informally,9,3.85E-05,7.761319181,-10.16402536
2349,composite,9,3.85E-05,7.761744985,-10.16402536
2350,vary,9,3.85E-05,7.762170607,-10.16402536
2351,crout,9,3.85E-05,7.762596049,-10.16402536
2352,split,9,3.85E-05,7.763021309,-10.16402536
2353,powers,9,3.85E-05,7.763446389,-10.16402536
2354,founded,9,3.85E-05,7.763871288,-10.16402536
2355,augmented,9,3.85E-05,7.764296006,-10.16402536
2356,throughput,9,3.85E-05,7.764720545,-10.16402536
2357,coupled,9,3.85E-05,7.765144903,-10.16402536
2358,shaw,9,3.85E-05,7.765569081,-10.16402536
2359,centers,9,3.85E-05,7.765993079,-10.16402536
2360,factoring,9,3.85E-05,7.766416898,-10.16402536
2361,wallace,9,3.85E-05,7.766840537,-10.16402536
2362,buffering,9,3.85E-05,7.767263997,-10.16402536
2363,stages,9,3.85E-05,7.767687277,-10.16402536
2364,lookup,9,3.85E-05,7.768110379,-10.16402536
2365,rejection,9,3.85E-05,7.768533301,-10.16402536
2366,perfect,9,3.85E-05,7.768956045,-10.16402536
2367,enable,9,3.85E-05,7.76937861,-10.16402536
2368,folding,9,3.85E-05,7.769800996,-10.16402536
2369,imaginary,9,3.85E-05,7.770223204,-10.16402536
2370,pieces,9,3.85E-05,7.770645234,-10.16402536
2371,thereby,9,3.85E-05,7.771067086,-10.16402536
2372,canonical,9,3.85E-05,7.77148876,-10.16402536
2373,biological,9,3.85E-05,7.771910256,-10.16402536
2374,fresnel,9,3.85E-05,7.772331575,-10.16402536
2375,beginning,9,3.85E-05,7.772752716,-10.16402536
2376,regarded,9,3.85E-05,7.77317368,-10.16402536
2377,opportunity,9,3.85E-05,7.773594467,-10.16402536
2378,valued,9,3.85E-05,7.774015077,-10.16402536
2379,twice,9,3.85E-05,7.77443551,-10.16402536
2380,logically,9,3.85E-05,7.774855767,-10.16402536
2381,dynamically,9,3.85E-05,7.775275846,-10.16402536
2382,governments,9,3.85E-05,7.77569575,-10.16402536
2383,weight,9,3.85E-05,7.776115477,-10.16402536
2384,extra,9,3.85E-05,7.776535028,-10.16402536
2385,laplace,9,3.85E-05,7.776954403,-10.16402536
2386,subsystems,9,3.85E-05,7.777373603,-10.16402536
